Player,Year,Pos,Team,BaseSalary,SigningBonus,Cap Hit,Salary%,Cash,AAV,CONT YR,CONT VALUE,Earnings,FA Year,Sign Year,Sign Age
Ty Lawson,2011,PG,DEN,"$1,331,622",$0,"$1,654,440",0.028999999999999998,"$1,331,622","$1,798,552",4,"$7,194,208","$4,316,862",0,2009,21
Eric Bledsoe,2011,PG,LAC,"$1,284,875",$0,"$1,596,360",0.027999999999999997,"$1,284,875","$1,853,889",4,"$7,415,554","$2,769,875",2014,2010,20
Jeff Teague,2011,PG,ATL,"$1,271,643",$0,"$1,579,920",0.027000000000000003,"$1,271,643","$1,715,929",4,"$6,863,717","$4,122,363",2013,2009,20
Avery Bradley,2011,SG,BOS,"$1,227,020",$0,"$1,524,480",0.026000000000000002,"$1,227,020","$1,771,218",4,"$7,084,872","$2,645,180",2014,2010,19
Eric Maynor,2011,PG,OKC,"$1,220,742",$0,"$1,516,680",0.026000000000000002,"$1,220,742","$1,648,030",4,"$6,592,121","$3,957,462",2013,2009,21
James Anderson,2011,SG,SAS,"$1,177,955",$0,"$1,463,520",0.025,"$1,177,955","$1,412,460",2,"$2,824,920","$2,539,355",2012,2010,20
Darren Collison,2011,PG,IND,"$1,171,870",$0,"$1,455,960",0.025,"$1,171,870","$1,600,616",4,"$6,402,464","$3,799,030",2013,2009,21
Elliot Williams,2011,SG,POR,"$1,085,620",$0,"$1,348,800",0.023,"$1,085,620","$1,348,800",3,"$4,046,400","$2,340,340",2013,2010,20
Omri Casspi,2011,SF,SAC,"$1,080,114",$0,"$1,341,960",0.023,"$1,080,114","$1,510,187",4,"$6,040,746","$3,501,594",2013,2009,20
Trevor Booker,2011,PF,WAS,"$1,042,253",$0,"$1,294,920",0.022000000000000002,"$1,042,253","$1,567,895",4,"$6,271,580","$2,282,813",2014,2010,22
Serge Ibaka,2011,PF,OKC,"$1,036,844",$0,"$1,288,200",0.022000000000000002,"$1,036,844","$1,466,415",4,"$5,865,661","$3,361,244",0,2009,19
Rodrigue Beaubois,2011,PG,DAL,"$995,409",$0,"$1,236,720",0.021,$0,"$1,423,893",4,"$5,695,572",$0,2013,2009,20
Brian Cook,2011,PF,DEN,"$984,499",$0,"$1,223,166",0.021,"$984,499","$1,250,000",2,"$2,500,000","$2,130,836",2012,2010,29
Royal Ivey,2011,PG,OKC,"$965,854",$0,"$1,200,000",0.021,"$965,854","$1,200,000",2,"$2,400,000","$965,854",2012,2010,28
Dominique Jones,2011,SG,DAL,"$960,445",$0,"$1,193,280",0.021,"$960,445","$1,193,320",3,"$3,579,960","$2,070,565",2013,2010,21
Quincy Pondexter,2011,SG,MEM,"$928,668",$0,"$1,153,800",0.02,"$928,668","$1,421,720",4,"$5,686,878","$2,001,948",0,2010,21
Toney Douglas,2011,SG,NYK,"$922,100",$0,"$1,145,640",0.02,"$922,100","$1,320,190",4,"$5,280,760","$2,989,340",2013,2009,22
Jordan Crawford,2011,SG,WAS,"$901,818",$0,"$1,120,440",0.019,"$901,818","$1,380,965",4,"$5,523,858","$1,944,138",2014,2010,21
Christian Eyenga,2011,PG,CLE,"$883,370",$0,"$1,097,520",0.019,"$883,370","$1,059,240",2,"$2,118,480","$1,904,330",2012,2010,20
Lazar Hayward,2011,PF,OKC,"$883,370",$0,"$1,097,520",0.019,"$883,370","$1,097,520",3,"$3,292,560","$1,904,330",2012,2010,23
Jon Brockman,2011,SF,MIL,"$804,878",$0,"$1,000,000",0.017,"$804,878","$1,000,000",3,"$3,000,000","$1,804,878",2012,2010,"2,009"
DeJaun Blair,2011,C,SAS,"$793,610",$0,"$986,000",0.017,"$793,610","$853,897",4,"$3,415,588","$2,169,198",2013,2009,19
Taj Gibson,2011,PF,CHI,"$962,377",$0,"$962,377",0.017,"$962,377","$2,172,737",4,"$8,690,948","$3,119,857",0,2009,23
Sam Young,2011,SF,MEM,"$947,800",$0,"$947,800",0.016,$0,"$886,000",3,"$2,658,000",$0,2012,2009,23
Wayne Ellington,2011,SG,MIN,"$929,151",$0,"$929,151",0.016,"$929,151","$1,329,951",4,"$5,319,802","$3,011,511",2013,2009,21
Ian Mahinmi,2011,C,DAL,"$711,748",$0,"$884,293",0.015,"$711,748","$823,244",2,"$1,646,488","$4,501,543",2012,2010,23
Chase Budinger,2011,SF,HOU,"$711,748",$0,"$884,293",0.015,"$711,748","$819,353",4,"$3,277,413","$2,219,748",2013,2009,20
A.J. Price,2011,PG,IND,"$711,748",$0,"$884,293",0.015,"$711,748","$701,359",3,"$2,104,076","$1,931,531",2012,2009,22
Jodie Meeks,2011,SG,PHI,"$711,748",$0,"$884,293",0.015,"$711,748","$701,359",3,"$2,104,076","$1,931,531",2012,2009,21
Daniel Orton,2011,C,ORL,"$883,370",$0,"$883,370",0.015,"$883,370","$1,062,960",2,"$2,125,920","$1,911,770",2012,2010,19
Alonzo Gee,2011,SF,CLE,"$687,679",$0,"$854,389",0.015,"$687,679","$667,062",2,"$1,334,124","$1,504,753",2012,2010,22
Solomon Alabi,2011,C,TOR,"$668,049",$0,"$830,000",0.013999999999999999,"$668,049","$800,000",2,"$1,600,000","$668,049",2012,2010,21
Lance Stephenson,2011,SG,IND,"$643,902",$0,"$800,000",0.013999999999999999,"$643,902","$837,500",4,"$3,350,000","$1,393,902",2014,2010,19
Devin Ebanks,2011,SF,LAL,"$613,474",$0,"$762,195",0.013000000000000001,"$613,474","$617,900",2,"$1,235,799","$1,087,078",2012,2010,20
Dexter Pittman,2011,C,MIA,"$613,474",$0,"$762,195",0.013000000000000001,"$613,474","$696,729",3,"$2,090,188","$1,087,078",2013,2010,21
Hassan Whiteside,2011,C,SAC,"$762,195",$0,"$762,195",0.013000000000000001,"$762,195","$746,316",2,"$1,492,632","$1,492,632",2012,2010,20
Jeremy Evans,2011,SF,UTA,"$613,474",$0,"$762,195",0.013000000000000001,"$613,474","$617,900",2,"$1,235,799","$1,087,078",2012,2010,22
Semih Erden,2011,C,CLE,"$613,474",$0,"$613,474",0.011000000000000001,$0,"$631,238",2,"$1,262,476",$0,2012,2010,23
Luke Harangody,2011,PF,CLE,"$613,474",$0,"$613,474",0.011000000000000001,$0,"$613,238",2,"$1,226,476",$0,2012,2010,21
Samardo Samuels,2011,C,CLE,"$613,474",$0,"$613,474",0.011000000000000001,$0,"$7,666,667",3,"$23,000,000",$0,2012,2010,20
Jeremy Lin,2011,PG,NYK,"$762,195",$0,"$613,474",0.011000000000000001,"$762,195","$617,900",2,"$1,235,799","$1,235,799",2012,2010,21
Landry Fields,2011,SF,NYK,"$613,474",$0,"$613,474",0.011000000000000001,"$613,474","$617,900",2,"$1,235,799","$1,087,078",2012,2010,21
Gary Neal,2011,PG,SAS,"$613,474",$0,"$613,474",0.011000000000000001,"$613,474","$696,729",3,"$2,090,188","$1,138,474",2013,2010,25
Dirk Nowitzki,2012,PF,DAL,"$20,907,128",$0,"$20,907,128",0.36,"$20,907,128","$20,000,000",4,"$80,000,000","$177,617,165",2014,2010,31
Amar'e Stoudemire,2012,PF,NYK,"$19,948,799",$0,"$19,948,799",0.344,"$19,948,799","$19,948,799",5,"$99,743,996","$117,053,154",2015,2010,27
Joe Johnson,2012,SG,BKN,"$19,752,645",$0,"$19,752,645",0.34,"$19,752,645","$20,609,682",6,"$123,658,089","$125,585,397",2016,2010,28
Dwight Howard,2012,C,LAL,"$19,536,360",$0,"$19,536,360",0.337,"$19,536,360","$16,647,180",5,"$83,235,900","$99,246,673",2013,2007,21
Chris Paul,2012,PG,LAC,"$17,779,458",$0,"$17,779,458",0.306,"$17,779,458","$15,907,354",4,"$63,629,415","$75,151,807",2013,2009,23
Chris Bosh,2012,PF,MIA,"$17,545,000",$0,"$17,545,000",0.302,"$17,545,000","$18,306,250",6,"$109,837,500","$101,290,822",2014,2010,25
LeBron James,2012,PF,MIA,"$17,545,000",$0,"$17,545,000",0.302,"$17,545,000","$18,306,250",6,"$109,837,500","$106,961,442",2014,2010,25
Dwyane Wade,2012,SG,MIA,"$17,182,000",$0,"$17,182,000",0.29600000000000004,"$17,182,000","$17,864,333",6,"$107,186,000","$99,242,934",2016,2010,27
Paul Pierce,2012,SF,BOS,"$16,790,345",$0,"$16,790,345",0.289,"$16,790,345","$15,333,334",4,"$61,333,334","$166,493,698",2014,2010,32
Rudy Gay,2012,SF,TOR,"$16,460,538",$0,"$16,460,538",0.284,"$16,460,538","$16,460,538",5,"$82,302,690","$52,677,178",2015,2010,23
Andrew Bynum,2012,C,PHI,"$16,100,000",$0,"$16,100,000",0.27699999999999997,"$16,100,000","$14,300,000",4,"$57,200,000","$63,152,943",2013,2009,21
Carlos Boozer,2012,PF,CHI,"$15,000,000",$0,"$15,000,000",0.258,"$15,000,000","$15,000,000",5,"$75,000,000","$111,375,590",2014,2010,28
Al Jefferson,2012,C,UTA,"$15,000,000",$0,"$15,000,000",0.258,"$15,000,000","$13,000,000",5,"$65,000,000","$69,287,578",2013,2008,22
Andre Iguodala,2012,SF,DEN,"$14,968,250",$0,"$14,968,250",0.258,"$14,968,250","$13,416,667",6,"$80,500,000","$70,683,918",2013,2008,23
Manu Ginobili,2012,SG,SAS,"$14,107,492",$0,"$14,107,492",0.243,"$14,107,492","$12,981,038",3,"$38,943,114","$80,464,600",2013,2010,32
LaMarcus Aldridge,2012,PF,POR,"$13,000,000",$0,"$13,500,000",0.233,"$13,500,000","$13,000,000",5,"$65,000,000","$53,534,858",2015,2010,24
Emeka Okafor,2012,C,WAS,"$13,490,000",$0,"$13,490,000",0.23199999999999998,"$13,490,000","$12,000,000",6,"$72,000,000","$73,312,606",2014,2008,25
Luol Deng,2012,SF,CHI,"$13,305,000",$0,"$13,305,000",0.22899999999999998,"$13,305,000","$11,834,238",6,"$71,005,425","$64,977,646",2014,2008,22
Josh Smith,2012,SF,ATL,"$13,200,000",$0,"$13,200,000",0.22699999999999998,"$13,200,000","$11,600,000",5,"$58,000,000","$61,920,111",2013,2008,22
Danny Granger,2012,SF,IND,"$13,058,606",$0,"$13,058,606",0.225,"$13,058,606","$12,000,000",5,"$60,000,000","$50,216,970",2013,2009,25
Andrew Bogut,2012,C,GSW,"$13,000,000",$0,"$13,000,000",0.22399999999999998,"$13,000,000","$12,000,000",5,"$60,000,000","$63,950,847",0,2009,24
David Lee,2012,PF,GSW,"$12,744,000",$0,"$12,744,000",0.22,"$12,744,000","$13,256,280",6,"$79,537,680","$44,454,667",2016,2010,26
Kevin Martin,2012,SG,OKC,"$12,439,675",$0,"$12,439,675",0.214,"$12,439,675","$10,600,005",5,"$53,000,025","$55,372,692",2013,2008,24
Hedo Turkoglu,2012,SF,ORL,"$11,400,000",$0,"$11,815,850",0.204,"$11,815,850","$10,560,000",5,"$52,800,000","$74,959,967",2013,2009,29
Rajon Rondo,2012,PG,BOS,"$11,000,000",$0,"$11,000,000",0.19,"$11,000,000","$11,000,000",5,"$55,000,001","$33,959,159",2015,2010,23
Monta Ellis,2012,SG,MIL,"$11,000,000",$0,"$11,000,000",0.19,"$11,000,000","$11,000,000",6,"$66,000,000","$54,737,240",2013,2008,22
Corey Maggette,2012,SF,DET,"$10,924,138",$0,"$10,924,138",0.188,"$10,924,138","$9,624,827",5,"$48,124,137","$87,253,306",2013,2008,28
Jose Calderon,2012,PG,DET,"$10,561,983",$0,"$10,561,983",0.182,"$10,561,983","$9,000,000",5,"$45,000,000","$50,086,451",2013,2008,26
Richard Jefferson,2012,SF,GSW,"$10,164,000",$0,"$10,164,000",0.175,"$10,164,000","$9,723,000",4,"$38,892,000","$93,750,192",2014,2010,29
Andrea Bargnani,2012,C,TOR,"$10,000,000",$0,"$10,000,000",0.172,"$10,000,000","$10,000,000",5,"$50,000,000","$46,989,133",2015,2010,24
Andris Biedrins,2012,C,GSW,"$9,000,000",$0,"$9,000,000",0.155,"$9,000,000","$9,000,000",6,"$54,000,000","$51,452,678",2014,2008,21
Shawn Marion,2012,SF,DAL,"$8,396,364",$0,"$8,692,881",0.15,"$8,692,881","$8,003,842",5,"$40,019,211","$122,652,637",2014,2009,30
Paul Millsap,2012,PF,UTA,"$7,203,633","$1,400,000","$8,603,633",0.14800000000000002,"$8,603,633","$6,600,000",4,"$26,400,000","$32,802,050",2013,2009,23
Devin Harris,2012,PG,ATL,"$8,500,000",$0,"$8,500,000",0.146,"$8,500,000","$8,600,000",5,"$43,000,000","$54,019,102",2013,2008,24
Mo Williams,2012,PG,UTA,"$8,500,000",$0,"$8,500,000",0.146,"$8,500,000","$8,543,833",6,"$51,263,000","$55,251,394",2013,2007,24
Anderson Varejao,2012,PF,CLE,"$8,368,182",$0,"$8,368,182",0.14400000000000002,"$8,368,182","$8,050,000",6,"$48,300,000","$41,606,623",0,2009,26
Kendrick Perkins,2012,C,OKC,"$7,800,531",$0,"$8,300,531",0.14300000000000002,"$8,300,531","$7,850,531",5,"$39,252,656","$38,356,302",2015,2010,25
Marvin Williams,2012,PF,UTA,"$8,287,500",$0,"$8,287,500",0.14300000000000002,"$8,287,500","$7,500,000",5,"$37,500,000","$46,697,128",2014,2009,22
Lamar Odom,2012,PF,LAC,"$8,200,000",$0,"$8,200,000",0.141,"$8,200,000","$8,200,000",4,"$32,800,000","$114,231,073",2013,2009,29
John Salmons,2012,SF,SAC,"$8,083,000",$0,"$8,083,000",0.139,"$8,083,000","$7,833,200",5,"$39,166,000","$46,767,264",2015,2010,30
Charlie Villanueva,2012,PF,DET,"$8,060,000",$0,"$8,060,000",0.139,"$8,060,000","$7,540,000",5,"$37,700,000","$38,710,590",2014,2009,24
Beno Udrih,2012,PG,ORL,"$7,372,200",$0,"$7,372,200",0.127,"$7,372,200","$6,478,600",5,"$32,393,000","$36,291,547",2013,2008,25
Metta World Peace,2012,SF,LAL,"$7,258,960",$0,"$7,258,960",0.125,"$7,258,960","$6,790,640",5,"$33,953,200","$71,088,957",2014,2009,29
Marcin Gortat,2012,C,PHX,"$7,258,960",$0,"$7,258,960",0.125,"$7,258,960","$6,790,640",5,"$33,953,200","$26,039,597",2014,2009,24
Trevor Ariza,2012,SF,WAS,"$7,258,960",$0,"$7,258,960",0.125,"$7,258,960","$6,790,640",5,"$33,953,200","$35,268,195",2014,2009,23
Blake Griffin,2012,PF,LAC,"$7,226,892",$0,"$7,226,892",0.125,"$7,226,892","$5,824,671",4,"$23,298,682","$22,180,422",0,2009,19
Drew Gooden,2012,PF,MIL,"$6,687,400",$0,"$6,687,400",0.115,"$6,687,400","$6,409,680",5,"$32,048,400","$55,288,104",2013,2010,28
Al Harrington,2012,PF,ORL,"$6,687,400",$0,"$6,687,400",0.115,"$6,687,400","$6,687,400",5,"$33,437,000","$80,326,144",2013,2010,29
Wesley Matthews,2012,SG,POR,"$5,367,320","$1,138,000","$6,505,320",0.11199999999999999,"$5,367,320","$6,505,320",5,"$32,526,600","$20,164,012",2015,2010,23
J.J. Redick,2012,SG,MIL,"$6,190,000",$0,"$6,190,000",0.107,"$6,190,000","$6,563,333",3,"$19,690,000","$27,761,715",2013,2010,25
Francisco Garcia,2012,SG,HOU,"$6,100,000",$0,"$6,100,000",0.105,"$6,100,000","$5,800,000",4,"$23,200,000","$27,329,547",2014,2009,27
Luke Walton,2012,SF,CLE,"$6,091,363",$0,"$6,091,363",0.105,"$6,091,363","$5,048,561",6,"$30,291,363","$32,795,047",2013,2007,26
Channing Frye,2012,PF,PHX,"$6,000,000",$0,"$6,000,000",0.10300000000000001,"$6,000,000","$6,000,000",5,"$30,000,000","$27,836,206",2014,2010,26
Amir Johnson,2012,PF,TOR,"$6,000,000",$0,"$6,000,000",0.10300000000000001,"$6,000,000","$6,000,000",5,"$30,000,000","$27,489,800",2015,2010,22
John Wall,2012,PG,WAS,"$5,915,880",$0,"$5,915,880",0.102,"$5,915,880","$6,012,541",4,"$24,050,164","$15,511,200",0,2010,19
James Harden,2012,SG,HOU,"$5,820,416",$0,"$5,820,416",0.1,"$5,820,416","$4,458,842",4,"$17,835,366","$17,835,366",0,2009,19
Mike Miller,2012,SG,MIA,"$5,800,000",$0,"$5,800,000",0.1,"$5,800,000","$5,800,000",5,"$29,000,000","$73,537,620",2015,2010,29
Kyle Lowry,2012,PG,TOR,"$5,750,000",$0,"$5,750,000",0.099,"$5,750,000","$5,865,000",4,"$23,460,000","$21,425,966",2014,2010,23
Jarrett Jack,2012,PG,GSW,"$4,525,000","$875,000","$5,400,000",0.09300000000000001,"$4,525,000","$5,000,000",4,"$20,000,000","$24,611,745",2013,2009,25
Evan Turner,2012,SF,PHI,"$5,293,080",$0,"$5,293,080",0.091,"$5,293,080","$5,380,877",4,"$21,523,507","$13,878,208",2014,2010,21
Tyreke Evans,2012,SG,SAC,"$5,251,825",$0,"$5,251,825",0.09,"$5,251,825","$4,223,616",4,"$16,894,464","$16,084,389",2013,2009,19
Zaza Pachulia,2012,C,ATL,"$5,248,750",$0,"$5,248,750",0.09,"$5,248,750","$4,750,000",4,"$19,000,000","$35,060,148",2013,2009,24
Kyle Korver,2012,SG,ATL,"$5,000,000",$0,"$5,000,000",0.086,"$5,000,000","$5,000,000",3,"$15,000,000","$37,005,366",2013,2010,28
Jason Maxiell,2012,PF,DET,"$5,000,000",$0,"$5,000,000",0.086,"$5,000,000","$5,000,000",4,"$20,000,000","$23,822,402",2013,2009,25
Nikola Pekovic,2012,C,MIN,"$4,837,200",$0,"$4,837,200",0.083,"$4,837,200","$4,320,000",3,"$12,960,000","$12,632,049",2013,2010,23
Daniel Gibson,2012,SG,CLE,"$4,792,332",$0,"$4,792,332",0.083,"$4,792,332","$4,200,000",5,"$21,000,000","$21,240,889",2013,2008,21
Derrick Favors,2012,PF,UTA,"$4,753,320",$0,"$4,753,320",0.08199999999999999,"$4,753,320","$4,834,539",4,"$19,338,156","$12,462,963",0,2010,18
Linas Kleiza,2012,SF,TOR,"$4,600,000",$0,"$4,600,000",0.079,"$4,600,000","$4,700,000",4,"$18,800,000","$17,962,036",2013,2010,24
Wesley Johnson,2012,SF,PHX,"$4,285,560",$0,"$4,285,560",0.07400000000000001,"$4,285,560","$4,006,080",3,"$12,018,240","$11,236,566",2013,2010,22
Dorell Wright,2012,SF,PHI,"$4,106,000",$0,"$4,106,000",0.071,"$4,106,000","$3,809,667",3,"$11,429,000","$21,939,835",2013,2010,24
Udonis Haslem,2012,PF,MIA,"$4,060,000",$0,"$4,060,000",0.07,"$4,060,000","$4,060,000",5,"$20,300,000","$41,839,416",2014,2010,29
Anthony Morrow,2012,SG,DAL,"$4,000,000",$0,"$4,000,000",0.069,"$4,000,000","$4,000,000",3,"$12,000,000","$12,398,046",2013,2010,24
Steve Blake,2012,PG,LAL,"$4,000,000",$0,"$4,000,000",0.069,"$4,000,000","$4,000,000",4,"$16,000,000","$27,966,489",2014,2010,29
Luke Ridnour,2012,PG,MIN,"$4,000,000",$0,"$4,000,000",0.069,"$4,000,000","$4,000,000",4,"$16,000,000","$37,481,429",2014,2010,28
Stephen Curry,2012,PG,GSW,"$3,958,742",$0,"$3,958,742",0.068,"$3,958,742","$3,175,066",4,"$12,700,262","$12,092,043",0,2009,20
Tiago Splitter,2012,PF,SAS,"$3,944,000",$0,"$3,944,000",0.068,"$3,944,000","$3,672,000",3,"$11,016,000","$10,299,512",2013,2010,24
DeMarcus Cousins,2012,C,SAC,"$3,880,800",$0,"$3,880,800",0.067,"$3,880,800","$3,950,033",4,"$15,800,133","$10,175,312",2014,2010,19
Joel Anthony,2012,C,MIA,"$3,750,000",$0,"$3,750,000",0.065,"$3,750,000","$3,650,000",5,"$18,250,000","$11,911,738",2015,2010,27
Matt Bonner,2012,C,SAS,"$3,630,000",$0,"$3,630,000",0.063,"$3,630,000","$3,472,500",4,"$13,890,000","$22,623,448",2014,2010,29
Thabo Sefolosha,2012,SF,OKC,"$3,600,000",$0,"$3,600,000",0.062,"$3,600,000","$3,512,500",4,"$14,050,000","$17,681,326",2014,2010,25
Ekpe Udoh,2012,C,MIL,"$3,524,880",$0,"$3,524,880",0.061,"$3,524,880","$3,588,607",4,"$14,354,428","$9,241,961",2014,2010,22
Johan Petro,2012,C,ATL,"$3,500,000",$0,"$3,500,000",0.06,"$3,500,000","$3,333,333",3,"$10,000,000","$15,845,294",2013,2010,23
Chris Duhon,2012,PG,LAL,"$3,500,000",$0,"$3,500,000",0.06,"$3,500,000","$3,750,000",4,"$15,000,000","$30,891,150",2013,2010,27
DeMar DeRozan,2012,SG,TOR,"$3,344,250",$0,"$3,344,250",0.057999999999999996,"$3,344,250","$2,676,443",4,"$10,705,770","$10,193,575",0,2009,19
Tony Allen,2012,SG,MEM,"$3,300,000",$0,"$3,300,000",0.057,"$3,300,000","$3,150,000",3,"$9,450,000","$18,612,403",2013,2010,27
Will Bynum,2012,PG,DET,"$3,250,000",$0,"$3,250,000",0.055999999999999994,"$3,250,000","$3,250,000",3,"$9,750,000","$10,740,402",2013,2010,26
Corey Brewer,2012,SG,DEN,"$3,243,000",$0,"$3,243,000",0.055999999999999994,"$3,243,000","$3,059,000",3,"$9,177,000","$20,461,354",2013,2010,23
Greg Monroe,2012,C,DET,"$3,217,680",$0,"$3,217,680",0.055,"$3,217,680","$3,277,524",4,"$13,110,094","$8,436,729",2014,2010,19
Brandon Jennings,2012,PG,MIL,"$3,179,493",$0,"$3,179,493",0.055,"$3,179,493","$2,543,213",4,"$10,172,853","$9,686,273",2013,2010,20
Timofey Mozgov,2012,C,DEN,"$3,140,429",$0,"$3,140,429",0.054000000000000006,"$3,140,429","$3,350,474",3,"$10,051,421","$9,398,953",2013,2010,23
Tyler Hansbrough,2012,PF,IND,"$3,055,259",$0,"$3,055,259",0.053,"$3,055,259","$2,262,855",4,"$9,051,419","$8,847,141",2013,2009,23
Austin Daye,2012,PF,MEM,"$2,958,077",$0,"$2,958,077",0.051,"$2,958,077","$2,092,369",4,"$8,369,477","$7,992,923",2013,2009,20
Dahntay Jones,2012,SF,ATL,"$2,900,000",$0,"$2,900,000",0.05,"$2,900,000","$2,650,000",4,"$10,600,000","$16,942,985",2013,2009,28
James Johnson,2012,PF,SAC,"$2,812,006",$0,"$2,812,006",0.048,"$2,812,006","$1,988,202",4,"$7,952,806","$7,595,124",2013,2009,21
Gordon Hayward,2012,SF,UTA,"$2,709,720",$0,"$2,709,720",0.047,"$2,709,720","$2,762,796",4,"$11,051,183","$7,104,764",2014,2010,19
Jrue Holiday,2012,PG,PHI,"$2,674,851",$0,"$2,674,851",0.046,"$2,674,851","$1,889,465",4,"$7,557,861","$7,218,068",0,2009,18
Paul George,2012,SF,IND,"$2,574,120",$0,"$2,574,120",0.044000000000000004,"$2,574,120","$2,625,256",4,"$10,501,023","$6,749,510",2014,2010,19
Ty Lawson,2012,PG,DEN,"$2,544,529",$0,"$2,544,529",0.044000000000000004,"$2,544,529","$1,798,552",4,"$7,194,208","$6,861,391",0,2009,21
Cole Aldrich,2012,C,SAC,"$2,445,480",$0,"$2,445,480",0.042,"$2,445,480","$2,286,000",3,"$6,858,000","$6,411,951",2013,2010,21
Jeff Teague,2012,PG,ATL,"$2,433,077",$0,"$2,433,077",0.042,"$2,433,077","$1,715,929",4,"$6,863,717","$6,555,440",2013,2009,20
Eric Maynor,2012,PG,POR,"$2,338,721",$0,"$2,338,721",0.04,"$2,338,721","$1,648,030",4,"$6,592,121","$6,296,183",2013,2009,21
Darren Collison,2012,PG,DAL,"$2,319,344",$0,"$2,319,344",0.04,"$2,319,344","$1,600,616",4,"$6,402,464","$6,118,374",2013,2009,21
Omri Casspi,2012,SF,CLE,"$2,277,306",$0,"$2,277,306",0.039,"$2,277,306","$1,510,187",4,"$6,040,746","$5,778,900",2013,2009,20
Serge Ibaka,2012,PF,OKC,"$2,253,061",$0,"$2,253,061",0.039,"$2,253,061","$1,466,415",4,"$5,865,661","$5,614,305",0,2009,19
Rodrigue Beaubois,2012,PG,DAL,"$2,227,332",$0,"$2,227,332",0.038,$0,"$1,423,893",4,"$5,695,572",$0,2013,2009,20
Ed Davis,2012,PF,MEM,"$2,207,040",$0,"$2,207,040",0.038,"$2,207,040","$2,335,775",4,"$9,343,100","$5,786,696",2014,2010,20
Taj Gibson,2012,PF,CHI,"$2,155,811",$0,"$2,155,811",0.037000000000000005,"$2,155,811","$2,172,737",4,"$8,690,948","$5,275,668",0,2009,23
Patrick Patterson,2012,PF,SAC,"$2,096,760",$0,"$2,096,760",0.036000000000000004,"$2,096,760","$2,246,325",4,"$8,985,301","$5,497,569",2014,2010,20
Wayne Ellington,2012,SG,CLE,"$2,083,042",$0,"$2,083,042",0.036000000000000004,"$2,083,042","$1,329,951",4,"$5,319,802","$5,094,553",2013,2009,21
Toney Douglas,2012,SG,SAC,"$2,067,880",$0,"$2,067,880",0.036000000000000004,"$2,067,880","$1,320,190",4,"$5,280,760","$5,057,220",2013,2009,22
Larry Sanders,2012,C,MIL,"$1,991,760",$0,"$1,991,760",0.034,"$1,991,760","$2,159,752",4,"$8,639,008","$5,222,339",0,2010,21
Luke Babbitt,2012,SF,POR,"$1,892,280",$0,"$1,892,280",0.033,"$1,892,280","$1,768,840",3,"$5,306,520","$4,961,388",2013,2010,20
Kevin Seraphin,2012,PF,WAS,"$1,797,600",$0,"$1,797,600",0.031,"$1,797,600","$1,950,549",4,"$7,802,194","$4,713,205",2014,2010,20
Eric Bledsoe,2012,PG,LAC,"$1,707,720",$0,"$1,707,720",0.028999999999999998,"$1,707,720","$1,853,889",4,"$7,415,554","$4,477,595",2014,2010,20
Avery Bradley,2012,SG,BOS,"$1,630,800",$0,"$1,630,800",0.027999999999999997,"$1,630,800","$1,771,218",4,"$7,084,872","$4,275,980",2014,2010,19
Elliot Williams,2012,SG,POR,"$1,442,880",$0,"$1,442,880",0.025,"$1,442,880","$1,348,800",3,"$4,046,400","$3,783,220",2013,2010,20
Trevor Booker,2012,PF,WAS,"$1,385,280",$0,"$1,385,280",0.024,"$1,385,280","$1,567,895",4,"$6,271,580","$3,668,093",2014,2010,22
Quincy Pondexter,2012,SG,MEM,"$1,234,320",$0,"$1,234,320",0.021,"$1,234,320","$1,421,720",4,"$5,686,878","$3,236,268",0,2010,21
Jordan Crawford,2012,SG,BOS,"$1,198,680",$0,"$1,198,680",0.021,"$1,198,680","$1,380,965",4,"$5,523,858","$3,142,818",2014,2010,21
DeJaun Blair,2012,C,SAS,"$1,054,000",$0,"$1,054,000",0.018000000000000002,"$1,054,000","$853,897",4,"$3,415,588","$3,223,198",2013,2009,19
Chase Budinger,2012,SF,MIN,"$885,120",$0,"$885,120",0.015,"$885,120","$819,353",4,"$3,277,413","$3,104,868",2013,2009,20
Lance Stephenson,2012,SG,IND,"$870,000",$0,"$870,000",0.015,"$870,000","$837,500",4,"$3,350,000","$2,263,902",2014,2010,19
Gary Neal,2012,PG,SAS,"$854,389",$0,"$854,389",0.015,"$854,389","$696,729",3,"$2,090,188","$1,992,863",2013,2010,25
Dirk Nowitzki,2013,PF,DAL,"$22,721,381",$0,"$22,721,381",0.387,"$22,721,381","$20,000,000",4,"$80,000,000","$200,338,546",2014,2010,31
Amar'e Stoudemire,2013,PF,NYK,"$21,679,893",$0,"$21,679,893",0.369,"$21,679,893","$19,948,799",5,"$99,743,996","$138,733,047",2015,2010,27
Joe Johnson,2013,SG,BKN,"$21,466,718",$0,"$21,466,718",0.366,"$21,466,718","$20,609,682",6,"$123,658,089","$147,052,115",2016,2010,28
Chris Bosh,2013,PF,MIA,"$19,067,500",$0,"$19,067,500",0.325,"$19,067,500","$18,306,250",6,"$109,837,500","$120,358,322",2014,2010,25
LeBron James,2013,PF,MIA,"$19,067,500",$0,"$19,067,500",0.325,"$19,067,500","$18,306,250",6,"$109,837,500","$126,028,942",2014,2010,25
Dwyane Wade,2013,SG,MIA,"$18,673,000",$0,"$18,673,000",0.318,"$18,673,000","$17,864,333",6,"$107,186,000","$117,915,934",2016,2010,27
