Player,Year,Pos,Status,Team From,Team From To,YRS,Value,AAV,GTDAT SIGN,GTDPRACTICAL,YR-1 CAP,YR-1 CASH
Troy Daniels,2014,SG,RFA,HOU,HOU,2,"$1,763,758","$881,879",$0,"$1,763,758",$0,$0
James Jones,2014,SG,UFA,MIA,CLE,1,"$1,448,490","$1,448,490",$0,"$1,448,490",$0,$0
Richard Jefferson,2014,SF,UFA,UTA,DAL,1,"$1,448,490","$1,448,490",$0,"$1,448,490",$0,$0
Shawn Marion,2014,SF,UFA,DAL,CLE,1,"$1,448,490","$1,448,490",$0,"$1,448,490",$0,$0
Rashard Lewis,2014,PF,UFA,MIA,DAL,1,"$1,448,490","$1,448,490",$0,"$1,448,490",$0,$0
Matt Bonner,2014,C,UFA,SAS,SAS,1,"$1,448,490","$1,448,490",$0,"$1,448,490",$0,$0
Nazr Mohammed,2014,C,UFA,CHI,CHI,1,"$1,448,490","$1,448,490",$0,$0,$0,$0
Jannero Pargo,2014,PG,UFA,CHA,CHA,1,"$1,448,490","$1,448,490",$0,"$1,448,490",$0,$0
Hedo Turkoglu,2014,SF,UFA,LAC,LAC,1,"$1,448,490","$1,448,490",$0,"$1,448,490",$0,$0
Leandro Barbosa,2014,SG,UFA,PHX,GSW,1,"$1,448,490","$1,448,490",$0,"$150,000",$0,$0
Drew Gooden,2014,PF,UFA,WAS,WAS,1,"$1,448,490","$1,448,490",$0,"$1,448,490",$0,$0
Tarik Black,2014,"PF, C",UDFA,Kansas,HOU,2,"$1,352,395",$0,$0,$0,$0,$0
Chris Crawford,2014,PG,UDFA,Memphis,CLE,2,"$1,352,395",$0,$0,"$20,000",$0,$0
Tyler Johnson,2014,SG,UDFA,Fresno State,MIA,2,"$1,352,385",$0,$0,"$75,000",$0,$0
Francisco Garcia,2014,SG,UFA,HOU,HOU,1,"$1,316,809","$1,316,809",$0,"$1,316,809",$0,$0
Ronnie Price,2014,PG,UFA,ORL,LAL,1,"$1,316,809","$1,316,809",$0,$0,$0,$0
Ryan Hollins,2014,C,UFA,LAC,SAC,1,"$1,310,286","$1,310,286",$0,"$1,310,286",$0,$0
Shannon Brown,2014,PG,UFA,NYK,MIA,1,"$1,310,286","$1,310,286",$0,"$1,310,286",$0,$0
Rodney Stuckey,2014,PG,UFA,DET,IND,1,"$1,227,985","$1,227,985",$0,"$1,227,985",$0,$0
Glen Davis,2014,PF,UFA,LAC,LAC,1,"$1,227,985","$1,227,985",$0,"$1,227,985",$0,$0
Aaron Brooks,2014,PG,UFA,DEN,CHI,1,"$1,145,685","$1,145,685",$0,"$1,145,685",$0,$0
Xavier Henry,2014,SG,UFA,LAL,LAL,1,"$1,082,000","$1,082,000",$0,"$1,082,000",$0,$0
Hasheem Thabeet,2014,C,UFA,PHI,DET,1,"$1,063,384","$1,063,384",$0,$0,$0,$0
Omri Casspi,2014,SF,UFA,NOP,SAC,1,"$1,063,384","$1,063,384",$0,"$1,063,384",$0,$0
Wayne Ellington,2014,SG,UFA,SAC,LAL,1,"$1,063,384","$1,063,384",$0,$0,$0,$0
Ekpe Udoh,2014,C,UFA,MIL,LAC,1,"$981,084","$981,084",$0,"$981,084",$0,$0
Ishmael Smith,2014,PG,UFA,PHX,HOU,1,"$981,084","$981,084",$0,"$981,084",$0,$0
Jeff Adrien,2014,SF,UFA,MIL,HOU,1,"$981,084","$981,084",$0,"$981,084",$0,$0
Wesley Johnson,2014,SF,UFA,LAL,LAL,1,"$981,084","$981,084",$0,"$981,084",$0,$0
Cole Aldrich,2014,C,UFA,NYK,NYK,1,"$981,084","$981,084",$0,"$981,084",$0,$0
Jordan Hamilton,2014,SF,UFA,HOU,TOR,1,"$948,163","$948,163",$0,"$25,000",$0,$0
Jimmer Fredette,2014,PG,UFA,CHI,NOP,1,"$948,163","$948,163",$0,"$948,163",$0,$0
LaVoy Allen,2014,PF,UFA,IND,IND,1,"$948,163","$948,163",$0,"$948,163",$0,$0
Chris Douglas-Roberts,2014,SG,UFA,CHA,LAC,1,"$948,163","$948,163",$0,"$948,163",$0,$0
Bernard James,2014,C,UFA,DAL,DAL,1,"$915,243","$915,243",$0,"$915,243",$0,$0
Robbie Hummel,2014,SF,UFA,MIN,MIN,1,"$880,000","$880,000",$0,"$880,000",$0,$0
Peyton Siva,2014,PG,UFA,DET,ORL,1,"$816,482","$816,482",$0,$0,$0,$0
Adonis Thomas,2014,SF,RFA,PHI,IND,1,"$816,482","$816,482",$0,$0,$0,$0
Aaron Craft,2014,PG,UDFA,Ohio State,GSW,1,"$507,336",$0,$0,"$35,000",$0,$0
C.J. Fair,2014,SF,UDFA,Syracuse,IND,1,"$507,336",$0,$0,$0,$0,$0
Langston Galloway,2014,SG,UDFA,Saint Joseph's,NYK,1,"$507,336",$0,$0,"$31,000",$0,$0
Langston Galloway,2014,SG,UDFA,Saint Joseph's,NYK,1,"$507,336",$0,$0,"$31,000",$0,$0
Luke Hancock,2014,SF,UDFA,Louisville,MEM,1,"$507,336",$0,$0,$0,$0,$0
John Holland,2014,SF,UDFA,Boston,SAS,1,"$507,336",$0,$0,"$20,000",$0,$0
James McAdoo,2014,SF,UDFA,North Carolina,GSW,1,"$507,336",$0,$0,"$35,000",$0,$0
Elijah Millsap,2014,SG,UDFA,Alabama-Birmingham,MIL,1,"$507,336",$0,$0,$0,$0,$0
Jordan Vandenberg,2014,C,UDFA,North Carolina State,NYK,1,"$507,336",$0,$0,"$27,000",$0,$0
Mitchell Watt,2014,SF,UDFA,Buffalo,GSW,1,"$507,336",$0,$0,"$35,000",$0,$0
Travis Wear,2014,SF,UDFA,California-Los Angeles,NYK,1,"$507,336",$0,$0,"$62,000",$0,$0
John Lucas III,2014,PG,UFA,BOS,WAS,0,$0,$0,$0,$0,$0,$0
Marc Gasol,2015,C,UFA,MEM,MEM,5,"$113,211,750","$22,642,350",$0,"$113,211,750",$0,$0
Kevin Love,2015,PF,UFA,CLE,CLE,5,"$113,211,750","$22,642,350",$0,"$113,211,750",$0,$0
Kawhi Leonard,2015,SF,RFA,SAS,SAS,5,"$94,343,125","$18,868,625",$0,"$94,343,125",$0,$0
Jimmy Butler,2015,SF,RFA,CHI,CHI,5,"$92,339,878","$18,467,976","$92,339,878","$92,339,878","$16,407,500","$19,857,500"
DeAndre Jordan,2015,C,UFA,LAC,LAC,4,"$87,616,050","$21,904,013",$0,"$87,616,050",$0,$0
Goran Dragic,2015,PG,UFA,MIA,MIA,5,"$85,002,250","$17,000,450",$0,"$85,002,250",$0,$0
LaMarcus Aldridge,2015,PF,UFA,POR,SAS,4,"$84,072,030","$21,018,008",$0,"$84,072,030",$0,$0
Tristan Thompson,2015,C,RFA,CLE,CLE,5,"$82,000,000","$16,400,000",$0,"$82,000,000",$0,$0
Draymond Green,2015,PF,RFA,GSW,GSW,5,"$82,000,000","$16,400,000",$0,"$82,000,000",$0,$0
Reggie Jackson,2015,PG,RFA,DET,DET,5,"$80,000,000","$16,000,000",$0,"$80,000,000",$0,$0
Wesley Matthews,2015,SG,UFA,POR,DAL,4,"$70,060,026","$17,515,007",$0,"$70,060,026",$0,$0
Enes Freedom,2015,C,RFA,OKC,OKC,4,"$70,060,026","$17,515,007",$0,"$70,060,026",$0,$0
Brandon Knight,2015,PG,RFA,PHX,PHX,5,"$70,000,000","$14,000,000",$0,"$70,000,000",$0,$0
Khris Middleton,2015,SF,RFA,MIL,MIL,5,"$70,000,000","$14,000,000","$70,000,000","$70,000,000","$14,700,000","$14,700,000"
Tobias Harris,2015,PF,RFA,ORL,ORL,4,"$64,000,000","$16,000,000","$64,000,000","$64,000,000","$16,000,000","$16,000,000"
Brook Lopez,2015,C,UFA,BKN,BKN,3,"$63,497,025","$21,165,675",$0,"$63,497,025",$0,$0
Paul Millsap,2015,PF,UFA,ATL,ATL,3,"$60,216,100","$20,072,033",$0,"$60,216,100",$0,$0
DeMarre Carroll,2015,SF,UFA,ATL,TOR,4,"$58,000,000","$14,500,000",$0,"$58,000,000",$0,$0
Omer Asik,2015,C,UFA,NOP,NOP,5,"$57,977,525","$11,595,505",$0,"$57,977,525","$9,213,483","$9,213,483"
Robin Lopez,2015,C,UFA,POR,NYK,4,"$54,015,500","$13,503,875",$0,"$54,015,500",$0,$0
Thaddeus Young,2015,PF,UFA,BKN,BKN,4,"$54,000,000","$13,500,000",$0,"$50,000,000",$0,$0
Tyson Chandler,2015,C,UFA,DAL,PHX,4,"$52,000,000","$13,000,000",$0,"$52,000,000",$0,$0
Greg Monroe,2015,C,UFA,DET,MIL,3,"$51,437,513","$17,145,838",$0,"$51,437,513",$0,$0
Monta Ellis,2015,SG,UFA,DAL,IND,4,"$43,981,000","$10,995,250",$0,"$43,981,000",$0,$0
Iman Shumpert,2015,SG,RFA,CLE,CLE,4,"$40,000,000","$10,000,000",$0,"$40,000,000",$0,$0
Danny Green,2015,SG,UFA,SAS,SAS,4,"$40,000,000","$10,000,000",$0,"$40,000,000",$0,$0
Jae Crowder,2015,SF,RFA,BOS,BOS,5,"$35,000,000","$7,000,000",$0,"$35,000,000",$0,$0
Kosta Koufos,2015,C,UFA,MEM,SAC,4,"$32,879,000","$8,219,750",$0,"$32,879,000",$0,$0
Al-Farouq Aminu,2015,PF,UFA,DAL,POR,4,"$30,000,000","$7,500,000",$0,"$30,000,000",$0,$0
Cory Joseph,2015,PG,UFA,SAS,TOR,4,"$29,890,000","$7,472,500",$0,"$29,890,000",$0,$0
Amir Johnson,2015,C,UFA,TOR,BOS,2,"$24,000,000","$12,000,000",$0,"$24,000,000",$0,$0
Corey Brewer,2015,SG,UFA,HOU,HOU,3,"$23,420,913","$7,806,971",$0,"$23,420,913",$0,$0
Patrick Beverley,2015,PG,RFA,HOU,HOU,4,"$23,027,026","$5,756,757",$0,"$23,027,026",$0,$0
Louis Williams,2015,SG,UFA,TOR,LAL,3,"$21,000,000","$7,000,000",$0,"$21,000,000",$0,$0
Ed Davis,2015,C,UFA,LAL,POR,3,"$20,000,000","$6,666,667",$0,"$20,000,000",$0,$0
Aron Baynes,2015,C,UFA,SAS,DET,3,"$19,500,000","$6,500,000",$0,"$19,500,000",$0,$0
